country,date,daily_vaccinations,total_vaccinations_per_hundred,vaccines
Morocco,2021-02-18,196829,6.05,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-02-19,178578,6.4,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-02-20,153236,6.67,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-02-21,138660,,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-02-22,124085,6.98,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-02-23,108989,7.23,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-02-24,123990,7.99,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-02-25,138712,8.68,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-02-26,151735,9.28,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-02-27,162387,9.75,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-02-28,168763,,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-01,175138,10.3,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-02,183462,10.71,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-03,165274,11.12,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-04,147003,11.47,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-05,136191,11.86,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-06,127808,12.17,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-07,121878,,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-08,115949,12.5,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-09,111839,12.83,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-10,118346,13.37,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-11,124222,13.82,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-12,145209,14.61,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-13,169993,15.4,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-14,183532,,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-15,197070,16.24,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-16,209026,16.79,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-17,203778,17.23,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-18,197609,,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-19,173867,17.91,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-20,143577,18.12,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-21,128126,,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-22,112674,18.37,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-23,94431,18.58,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-24,109749,19.31,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-25,124922,19.94,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-26,130589,20.39,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-27,135275,20.68,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-28,137423,,Oxford/AstraZeneca  Sinopharm/Beijing
Morocco,2021-03-29,139571,21.02,Oxford/AstraZeneca  Sinopharm/Beijing
Mozambique,2021-03-07,,0,Sinopharm/Beijing
Mozambique,2021-03-08,7740,,Sinopharm/Beijing
Mozambique,2021-03-09,7740,,Sinopharm/Beijing
Mozambique,2021-03-10,7740,,Sinopharm/Beijing
Mozambique,2021-03-11,7740,,Sinopharm/Beijing
Mozambique,2021-03-12,7740,,Sinopharm/Beijing
Mozambique,2021-03-13,7740,0.15,Sinopharm/Beijing
Myanmar,2021-01-26,,0,Oxford/AstraZeneca
Myanmar,2021-01-27,3800,0.01,Oxford/AstraZeneca
Myanmar,2021-01-28,22800,,Oxford/AstraZeneca
Myanmar,2021-01-29,29133,,Oxford/AstraZeneca
Myanmar,2021-01-30,32300,,Oxford/AstraZeneca
Myanmar,2021-01-31,34200,,Oxford/AstraZeneca
Myanmar,2021-02-01,35467,,Oxford/AstraZeneca
Myanmar,2021-02-02,36371,,Oxford/AstraZeneca
Myanmar,2021-02-03,41800,,Oxford/AstraZeneca
Myanmar,2021-02-04,41800,,Oxford/AstraZeneca
Myanmar,2021-02-05,41800,0.7,Oxford/AstraZeneca
Namibia,2021-03-18,,0,Sinopharm/Beijing
Namibia,2021-03-19,22,,Sinopharm/Beijing
Namibia,2021-03-20,22,,Sinopharm/Beijing
Namibia,2021-03-21,22,,Sinopharm/Beijing
Namibia,2021-03-22,22,,Sinopharm/Beijing
Namibia,2021-03-23,22,,Sinopharm/Beijing
Namibia,2021-03-24,22,,Sinopharm/Beijing
Namibia,2021-03-25,22,0.01,Sinopharm/Beijing
Nepal,2021-01-26,,0,Oxford/AstraZeneca
Nepal,2021-01-27,18862,,Oxford/AstraZeneca
Nepal,2021-01-28,18862,,Oxford/AstraZeneca
Nepal,2021-01-29,18862,,Oxford/AstraZeneca
Nepal,2021-01-30,18862,,Oxford/AstraZeneca
Nepal,2021-01-31,18862,,Oxford/AstraZeneca
Nepal,2021-02-01,18862,0.39,Oxford/AstraZeneca
Nepal,2021-02-02,18326,,Oxford/AstraZeneca
Nepal,2021-02-03,17789,,Oxford/AstraZeneca
Nepal,2021-02-04,17252,0.54,Oxford/AstraZeneca
Nepal,2021-02-05,16734,,Oxford/AstraZeneca
Nepal,2021-02-06,16216,,Oxford/AstraZeneca
Nepal,2021-02-07,15698,,Oxford/AstraZeneca
Nepal,2021-02-08,15179,,Oxford/AstraZeneca
Nepal,2021-02-09,15198,,Oxford/AstraZeneca
Nepal,2021-02-10,15217,,Oxford/AstraZeneca
Nepal,2021-02-11,15236,,Oxford/AstraZeneca
Nepal,2021-02-12,15236,,Oxford/AstraZeneca
Nepal,2021-02-13,15236,,Oxford/AstraZeneca
Nepal,2021-02-14,15236,,Oxford/AstraZeneca
Nepal,2021-02-15,15236,,Oxford/AstraZeneca
Nepal,2021-02-16,15236,,Oxford/AstraZeneca
Nepal,2021-02-17,15236,,Oxford/AstraZeneca
Nepal,2021-02-18,15236,,Oxford/AstraZeneca
Nepal,2021-02-19,15236,,Oxford/AstraZeneca
Nepal,2021-02-20,15236,1.38,Oxford/AstraZeneca
Nepal,2021-02-21,19397,,Oxford/AstraZeneca
Nepal,2021-02-22,23557,,Oxford/AstraZeneca
Nepal,2021-02-23,27718,,Oxford/AstraZeneca
Nepal,2021-02-24,31879,,Oxford/AstraZeneca
Nepal,2021-02-25,36039,,Oxford/AstraZeneca
Nepal,2021-02-26,40200,,Oxford/AstraZeneca
Nepal,2021-02-27,44361,,Oxford/AstraZeneca
Nepal,2021-02-28,44361,,Oxford/AstraZeneca
Nepal,2021-03-01,44361,,Oxford/AstraZeneca
Nepal,2021-03-02,44361,,Oxford/AstraZeneca
Nepal,2021-03-03,44361,,Oxford/AstraZeneca
Nepal,2021-03-04,44361,,Oxford/AstraZeneca
Nepal,2021-03-05,44361,,Oxford/AstraZeneca
Nepal,2021-03-06,44361,,Oxford/AstraZeneca
Nepal,2021-03-07,44361,,Oxford/AstraZeneca
Nepal,2021-03-08,44361,,Oxford/AstraZeneca
Nepal,2021-03-09,44361,,Oxford/AstraZeneca
Nepal,2021-03-10,44361,,Oxford/AstraZeneca
Nepal,2021-03-11,44361,,Oxford/AstraZeneca
Nepal,2021-03-12,44361,,Oxford/AstraZeneca
Nepal,2021-03-13,44361,,Oxford/AstraZeneca
Nepal,2021-03-14,44361,,Oxford/AstraZeneca
Nepal,2021-03-15,44361,,Oxford/AstraZeneca
Nepal,2021-03-16,44361,,Oxford/AstraZeneca
Nepal,2021-03-17,44361,,Oxford/AstraZeneca
Nepal,2021-03-18,44361,,Oxford/AstraZeneca
Nepal,2021-03-19,44361,5.49,Oxford/AstraZeneca
Netherlands,2021-01-17,,0.45,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-01-18,9945,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-01-19,9945,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-01-20,9945,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-01-21,9945,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-01-22,9945,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-01-23,9945,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-01-24,9945,0.86,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-01-25,12543,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-01-26,15141,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-01-27,17739,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-01-28,20337,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-01-29,22935,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-01-30,25533,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-01-31,28131,2,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-01,28757,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-02,29384,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-03,30010,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-04,30637,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-05,31264,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-06,31890,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-07,32517,3.33,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-08,32204,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-09,31891,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-10,31579,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-11,31266,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-12,30953,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-13,30640,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-14,30328,4.57,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-15,30701,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-16,31075,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-17,31448,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-18,31822,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-19,32196,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-20,32569,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-21,32943,5.92,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-22,34816,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-23,36689,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-24,38563,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-25,40436,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-26,42309,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-27,44182,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-02-28,46056,7.8,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-01,45260,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-02,44465,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-03,43669,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-04,42874,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-05,42078,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-06,41283,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-07,40487,9.45,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-08,40170,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-09,39854,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-10,39537,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-11,39220,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-12,38903,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-13,38586,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-14,38270,11.02,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-15,37093,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-16,35917,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-17,34741,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-18,33565,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-19,32389,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-20,31212,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Netherlands,2021-03-21,30036,12.24,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
New Zealand,2021-02-18,,0,Pfizer/BioNTech
New Zealand,2021-02-19,30,0,Pfizer/BioNTech
New Zealand,2021-02-20,50,0,Pfizer/BioNTech
New Zealand,2021-02-21,108,,Pfizer/BioNTech
New Zealand,2021-02-22,138,,Pfizer/BioNTech
New Zealand,2021-02-23,155,,Pfizer/BioNTech
New Zealand,2021-02-24,167,0.02,Pfizer/BioNTech
New Zealand,2021-02-25,161,,Pfizer/BioNTech
New Zealand,2021-02-26,174,,Pfizer/BioNTech
New Zealand,2021-02-27,182,,Pfizer/BioNTech
New Zealand,2021-02-28,168,0.03,Pfizer/BioNTech
New Zealand,2021-03-01,513,,Pfizer/BioNTech
New Zealand,2021-03-02,859,,Pfizer/BioNTech
New Zealand,2021-03-03,1204,0.2,Pfizer/BioNTech
New Zealand,2021-03-04,1361,,Pfizer/BioNTech
New Zealand,2021-03-05,1518,,Pfizer/BioNTech
New Zealand,2021-03-06,1675,,Pfizer/BioNTech
New Zealand,2021-03-07,1833,,Pfizer/BioNTech
New Zealand,2021-03-08,1630,,Pfizer/BioNTech
New Zealand,2021-03-09,1427,,Pfizer/BioNTech
New Zealand,2021-03-10,1224,0.37,Pfizer/BioNTech
New Zealand,2021-03-11,1233,,Pfizer/BioNTech
New Zealand,2021-03-12,1242,,Pfizer/BioNTech
New Zealand,2021-03-13,1251,,Pfizer/BioNTech
New Zealand,2021-03-14,1259,,Pfizer/BioNTech
New Zealand,2021-03-15,1268,,Pfizer/BioNTech
New Zealand,2021-03-16,1277,,Pfizer/BioNTech
New Zealand,2021-03-17,1286,0.56,Pfizer/BioNTech
New Zealand,2021-03-18,1398,,Pfizer/BioNTech
New Zealand,2021-03-19,1510,,Pfizer/BioNTech
New Zealand,2021-03-20,1622,,Pfizer/BioNTech
New Zealand,2021-03-21,1735,,Pfizer/BioNTech
New Zealand,2021-03-22,1847,,Pfizer/BioNTech
New Zealand,2021-03-23,1959,,Pfizer/BioNTech
New Zealand,2021-03-24,2071,0.86,Pfizer/BioNTech
Nigeria,2021-03-04,,0,Oxford/AstraZeneca
Nigeria,2021-03-05,727,,Oxford/AstraZeneca
Nigeria,2021-03-06,727,,Oxford/AstraZeneca
Nigeria,2021-03-07,727,,Oxford/AstraZeneca
Nigeria,2021-03-08,727,,Oxford/AstraZeneca
Nigeria,2021-03-09,727,,Oxford/AstraZeneca
Nigeria,2021-03-10,727,,Oxford/AstraZeneca
Nigeria,2021-03-11,727,,Oxford/AstraZeneca
Nigeria,2021-03-12,727,,Oxford/AstraZeneca
Nigeria,2021-03-13,727,,Oxford/AstraZeneca
Nigeria,2021-03-14,727,,Oxford/AstraZeneca
Nigeria,2021-03-15,727,0,Oxford/AstraZeneca
Nigeria,2021-03-16,4900,,Oxford/AstraZeneca
Nigeria,2021-03-17,9074,,Oxford/AstraZeneca
Nigeria,2021-03-18,13247,,Oxford/AstraZeneca
Nigeria,2021-03-19,17420,,Oxford/AstraZeneca
Nigeria,2021-03-20,21593,,Oxford/AstraZeneca
Nigeria,2021-03-21,25767,,Oxford/AstraZeneca
Nigeria,2021-03-22,29940,,Oxford/AstraZeneca
Nigeria,2021-03-23,29940,,Oxford/AstraZeneca
Nigeria,2021-03-24,29940,0.13,Oxford/AstraZeneca
North Macedonia,2021-02-16,,0,Pfizer/BioNTech
North Macedonia,2021-02-17,189,,Pfizer/BioNTech
North Macedonia,2021-02-18,189,,Pfizer/BioNTech
North Macedonia,2021-02-19,189,,Pfizer/BioNTech
North Macedonia,2021-02-20,189,,Pfizer/BioNTech
North Macedonia,2021-02-21,189,,Pfizer/BioNTech
North Macedonia,2021-02-22,189,,Pfizer/BioNTech
North Macedonia,2021-02-23,189,,Pfizer/BioNTech
North Macedonia,2021-02-24,189,,Pfizer/BioNTech
North Macedonia,2021-02-25,189,,Pfizer/BioNTech
North Macedonia,2021-02-26,189,,Pfizer/BioNTech
North Macedonia,2021-02-27,189,,Pfizer/BioNTech
North Macedonia,2021-02-28,189,,Pfizer/BioNTech
North Macedonia,2021-03-01,189,,Pfizer/BioNTech
North Macedonia,2021-03-02,189,,Pfizer/BioNTech
North Macedonia,2021-03-03,189,,Pfizer/BioNTech
North Macedonia,2021-03-04,189,,Pfizer/BioNTech
North Macedonia,2021-03-05,189,,Pfizer/BioNTech
North Macedonia,2021-03-06,189,,Pfizer/BioNTech
North Macedonia,2021-03-07,189,,Pfizer/BioNTech
North Macedonia,2021-03-08,189,,Pfizer/BioNTech
North Macedonia,2021-03-09,189,,Pfizer/BioNTech
North Macedonia,2021-03-10,189,,Pfizer/BioNTech
North Macedonia,2021-03-11,189,,Pfizer/BioNTech
North Macedonia,2021-03-12,189,,Pfizer/BioNTech
North Macedonia,2021-03-13,189,,Pfizer/BioNTech
North Macedonia,2021-03-14,189,,Pfizer/BioNTech
North Macedonia,2021-03-15,189,,Pfizer/BioNTech
North Macedonia,2021-03-16,189,0.25,Pfizer/BioNTech
Northern Cyprus,2021-01-14,,0,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-15,994,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-16,994,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-17,994,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-18,994,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-19,994,1.3,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-20,1163,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-21,1284,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-22,1429,2.88,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-23,1488,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-24,1546,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-25,1605,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-26,1663,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-27,1576,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-28,1490,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-29,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-30,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-01-31,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-01,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-02,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-03,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-04,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-05,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-06,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-07,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-08,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-09,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-10,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-11,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-12,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-13,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-14,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-15,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-16,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-17,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-18,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-19,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-20,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-21,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-22,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-23,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-24,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-25,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-26,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-27,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-02-28,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-01,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-02,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-03,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-04,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-05,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-06,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-07,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-08,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-09,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-10,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-11,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-12,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-13,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-14,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-15,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-16,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-17,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-18,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-19,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-20,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-21,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-22,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-23,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-24,1403,,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Cyprus,2021-03-25,1403,25.63,Oxford/AstraZeneca  Pfizer/BioNTech  Sinovac
Northern Ireland,2020-12-13,,0.19,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-14,1778,,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-15,1778,,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-16,1778,,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-17,1778,,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-18,1778,,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-19,1778,,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-20,1778,0.85,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-21,1829,,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-22,1880,,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-23,1931,,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-24,1982,,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-25,2033,,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-26,2084,,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-27,2135,1.64,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-28,2054,,Oxford/AstraZeneca  Pfizer/BioNTech
Northern Ireland,2020-12-29,1972,,Oxford/AstraZeneca  Pfizer/BioNTech
